FRAME_NUMBER,TIME_FPS,TIME_PROCESS,TIME_PHYSICS_PROCESS,MEMORY_STATIC,MEMORY_DYNAMIC,MEMORY_STATIC_MAX,MEMORY_DYNAMIC_MAX,MEMORY_MESSAGE_BUFFER_MAX,OBJECT_COUNT,OBJECT_RESOURCE_COUNT,OBJECT_NODE_COUNT,OBJECT_ORPHAN_NODE_COUNT,RENDER_OBJECTS_IN_FRAME,RENDER_VERTICES_IN_FRAME,RENDER_MATERIAL_CHANGES_IN_FRAME,RENDER_SHADER_CHANGES_IN_FRAME,RENDER_SURFACE_CHANGES_IN_FRAME,RENDER_DRAW_CALLS_IN_FRAME,RENDER_2D_ITEMS_IN_FRAME,RENDER_2D_DRAW_CALLS_IN_FRAME,RENDER_VIDEO_MEM_USED,RENDER_TEXTURE_MEM_USED,RENDER_VERTEX_MEM_USED,RENDER_USAGE_VIDEO_MEM_TOTAL,PHYSICS_2D_ACTIVE_OBJECTS,PHYSICS_2D_COLLISION_PAIRS,PHYSICS_2D_ISLAND_COUNT,PHYSICS_3D_ACTIVE_OBJECTS,PHYSICS_3D_COLLISION_PAIRS,PHYSICS_3D_ISLAND_COUNT,AUDIO_OUTPUT_LATENCY,
533,60,0,0,52784448,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,27,39,11253764,11253764,0,0,9,13323,9,0,0,0,0,
534,60,0,0,52775544,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,27,39,11253764,11253764,0,0,9,13324,9,0,0,0,0,
535,60,0,0,52758896,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,27,39,11253764,11253764,0,0,9,13323,9,0,0,0,0,
536,60,0,0,52751704,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,27,39,11253764,11253764,0,0,9,13322,9,0,0,0,0,
537,60,0,0,52759752,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,27,39,11253764,11253764,0,0,9,13324,9,0,0,0,0,
538,60,0,0,52778440,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,27,39,11253764,11253764,0,0,9,13324,9,0,0,0,0,
539,60,0,0,52775112,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,27,39,11253764,11253764,0,0,9,13324,9,0,0,0,0,
540,60,0,0,52775552,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13325,9,0,0,0,0,
541,60,0,0,52775424,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13325,9,0,0,0,0,
542,60,0,0,52774488,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13322,9,0,0,0,0,
543,60,0,0,52774928,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13323,9,0,0,0,0,
544,60,0,0,52775240,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
545,60,0,0,52773920,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13321,9,0,0,0,0,
546,60,0,0,52776112,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13323,9,0,0,0,0,
547,60,0,0,52776552,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
548,60,0,0,52776552,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
549,60,0,0,52777176,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13326,9,0,0,0,0,
550,60,0,0,52775424,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13325,9,0,0,0,0,
551,60,0,0,52775112,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
552,60,0,0,52773792,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13321,8,0,0,0,0,
553,60,0,0,52780200,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13322,8,0,0,0,0,
554,60,0,0,52779784,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13322,8,0,0,0,0,
555,60,0,0,52773232,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13321,8,0,0,0,0,
556,60,0,0,52783584,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13323,8,0,0,0,0,
557,60,0,0,52789552,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13323,8,0,0,0,0,
558,60,0,0,52789296,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13323,8,0,0,0,0,
559,60,0,0,52789608,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13324,8,0,0,0,0,
560,60,0,0,52789480,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13324,8,0,0,0,0,
561,60,0,0,52780408,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,37,11253764,11253764,0,0,9,13322,8,0,0,0,0,
562,60,0,0,52771640,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13322,8,0,0,0,0,
563,60,0,0,52762888,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13323,8,0,0,0,0,
564,60,0,0,52763080,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13322,9,0,0,0,0,
565,60,0,0,52763536,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13323,9,0,0,0,0,
566,60,0,0,52763608,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13323,8,0,0,0,0,
567,60,0,0,52763552,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13323,8,0,0,0,0,
568,60,0,0,52765376,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13327,8,0,0,0,0,
569,60,0,0,52768704,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13327,8,0,0,0,0,
570,60,0,0,52768248,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13326,8,0,0,0,0,
571,60,0,0,52765592,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13320,8,0,0,0,0,
572,60,0,0,52766032,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13321,8,0,0,0,0,
573,60,0,0,52765904,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13321,8,0,0,0,0,
574,60,0,0,52765272,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13322,9,0,0,0,0,
575,60,0,0,52772152,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13324,9,0,0,0,0,
576,60,0,0,52772592,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13325,9,0,0,0,0,
577,60,0,0,52772320,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13325,9,0,0,0,0,
578,60,0,0,52760128,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13325,9,0,0,0,0,
579,60,0,0,52759936,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13325,9,0,0,0,0,
580,60,0,0,52750216,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13324,9,0,0,0,0,
581,60,0,0,52749464,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,24,36,11253764,11253764,0,0,9,13322,9,0,0,0,0,
582,60,0,0,52744024,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
583,60,0,0,52743456,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13322,9,0,0,0,0,
584,60,0,0,52743456,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13322,9,0,0,0,0,
585,60,0,0,52750872,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
586,60,0,0,52750872,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
587,60,0,0,52779480,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
588,60,0,0,52785120,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
589,60,0,0,52785440,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
590,60,0,0,52783936,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13321,9,0,0,0,0,
591,60,0,0,52785792,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13323,9,0,0,0,0,
592,60,0,0,52779240,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13324,9,0,0,0,0,
593,60,0,0,52777976,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
594,60,0,0,52777696,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13323,9,0,0,0,0,
595,60,0,0,52777944,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13324,9,0,0,0,0,
596,60,0,0,52777944,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13324,9,0,0,0,0,
597,60,0,0,52778296,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13326,9,0,0,0,0,
598,60,0,0,52778296,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13326,9,0,0,0,0,
599,60,0,0,52772144,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
600,60,0,0,52770952,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
601,60,0,0,52770824,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
602,60,0,0,52770952,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
603,60,0,0,52770824,2753912,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13322,9,0,0,0,0,
604,60,0,0,52772512,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13324,9,0,0,0,0,
605,60,0,0,52772456,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13324,9,0,0,0,0,
606,60,0,0,52773960,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13328,9,0,0,0,0,
607,60,0,0,52773752,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13328,9,0,0,0,0,
608,60,0,0,52774320,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13329,9,0,0,0,0,
609,60,0,0,52762008,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
610,60,0,0,52761568,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13321,9,0,0,0,0,
611,60,0,0,52750648,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
612,60,0,0,52738792,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
613,60,0,0,52739616,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13324,9,0,0,0,0,
614,60,0,0,52756008,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
615,60,0,0,52765480,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
616,60,0,0,52765224,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
617,60,0,0,52765520,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13326,9,0,0,0,0,
618,60,0,0,52765208,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
619,60,0,0,52763576,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13321,9,0,0,0,0,
620,60,0,0,52763448,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13321,9,0,0,0,0,
621,60,0,0,52763888,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
622,60,0,0,52763888,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
623,60,0,0,52764896,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13324,9,0,0,0,0,
624,60,0,0,52765336,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
625,60,0,0,52765208,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
626,60,0,0,52764824,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
627,60,0,0,52765520,2753920,53544088,6464844,3600,1717,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13326,9,0,0,0,0,
628,60,0,0,52752776,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
629,60,0,0,52751800,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
630,60,0,0,52758064,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13323,9,0,0,0,0,
631,60,0,0,52764168,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13323,9,0,0,0,0,
632,60,0,0,52763528,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13322,9,0,0,0,0,
633,60,0,0,52785272,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13325,9,0,0,0,0,
634,60,0,0,52785272,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13325,9,0,0,0,0,
635,60,0,0,52784888,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13325,9,0,0,0,0,
636,60,0,0,52784832,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13325,9,0,0,0,0,
637,60,0,0,52783832,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13326,9,0,0,0,0,
638,60,0,0,52767872,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13321,9,0,0,0,0,
639,60,0,0,52767368,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13320,8,0,0,0,0,
640,60,0,0,52758336,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13321,8,0,0,0,0,
641,60,0,0,52757896,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13320,8,0,0,0,0,
642,60,0,0,52760664,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13326,8,0,0,0,0,
643,60,0,0,52770656,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13327,8,0,0,0,0,
644,60,0,0,52776624,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13327,8,0,0,0,0,
645,60,0,0,52774920,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13324,8,0,0,0,0,
646,60,0,0,52775240,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,8,0,0,0,0,
647,60,0,0,52777304,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13322,8,0,0,0,0,
648,60,0,0,52776408,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13320,8,0,0,0,0,
649,60,0,0,52776720,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13321,8,0,0,0,0,
650,60,0,0,52777160,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13322,8,0,0,0,0,
651,60,0,0,52777600,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,32,11253764,11253764,0,0,9,13323,8,0,0,0,0,
652,60,0,0,52784136,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,32,11253764,11253764,0,0,9,13324,8,0,0,0,0,
653,60,0,0,52780472,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,32,11253764,11253764,0,0,9,13324,8,0,0,0,0,
654,60,0,0,52751224,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,8,0,0,0,0,
655,60,0,0,52738720,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13323,8,0,0,0,0,
656,60,0,0,52739288,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,8,0,0,0,0,
657,60,0,0,52738224,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13321,8,0,0,0,0,
658,60,0,0,52731480,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13320,8,0,0,0,0,
659,60,0,0,52732232,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13322,8,0,0,0,0,
660,60,0,0,52732104,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13322,8,0,0,0,0,
661,60,0,0,52732864,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13323,8,0,0,0,0,
662,60,0,0,52749032,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13324,8,0,0,0,0,
663,60,0,0,52749320,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
664,60,0,0,52754880,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
665,60,0,0,52761560,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
666,60,0,0,52761120,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
667,60,0,0,52759928,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,34,11253764,11253764,0,0,9,13321,9,0,0,0,0,
668,60,0,0,52760240,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13322,9,0,0,0,0,
669,60,0,0,52754728,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13323,9,0,0,0,0,
670,60,0,0,52750808,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13323,9,0,0,0,0,
671,60,0,0,52751440,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13324,9,0,0,0,0,
672,60,0,0,52751880,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13325,9,0,0,0,0,
673,60,0,0,52751944,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13325,9,0,0,0,0,
674,60,0,0,52751248,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13324,9,0,0,0,0,
675,60,0,0,52746000,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13326,9,0,0,0,0,
676,60,0,0,52745248,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13324,9,0,0,0,0,
677,60,0,0,52744496,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13322,9,0,0,0,0,
678,60,0,0,52745056,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13324,9,0,0,0,0,
679,60,0,0,52745056,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13324,9,0,0,0,0,
680,60,0,0,52745056,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13324,9,0,0,0,0,
681,60,0,0,52755408,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13326,9,0,0,0,0,
682,60,0,0,52755408,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13326,9,0,0,0,0,
683,60,0,0,52754584,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13325,9,0,0,0,0,
684,60,0,0,52754712,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13325,9,0,0,0,0,
685,60,0,0,52755152,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13326,9,0,0,0,0,
686,60,0,0,52747824,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13322,9,0,0,0,0,
687,60,0,0,52738920,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13323,9,0,0,0,0,
688,60,0,0,52739232,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13324,9,0,0,0,0,
689,60,0,0,52727016,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13323,9,0,0,0,0,
690,60,0,0,52734840,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13325,9,0,0,0,0,
691,60,0,0,52744128,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13326,9,0,0,0,0,
692,60,0,0,52755856,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13326,9,0,0,0,0,
693,60,0,0,52755472,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13326,9,0,0,0,0,
694,60,0,0,52756168,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,39,11253764,11253764,0,0,9,13327,9,0,0,0,0,
695,60,0,0,52770896,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,37,11253764,11253764,0,0,9,13329,9,0,0,0,0,
696,60,0,0,52770040,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,37,11253764,11253764,0,0,9,13326,9,0,0,0,0,
697,60,0,0,52769472,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,37,11253764,11253764,0,0,9,13325,9,0,0,0,0,
698,60,0,0,52768408,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,37,11253764,11253764,0,0,9,13323,9,0,0,0,0,
699,60,0,0,52747776,2753912,53544088,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
