FRAME_NUMBER,TIME_FPS,TIME_PROCESS,TIME_PHYSICS_PROCESS,MEMORY_STATIC,MEMORY_DYNAMIC,MEMORY_STATIC_MAX,MEMORY_DYNAMIC_MAX,MEMORY_MESSAGE_BUFFER_MAX,OBJECT_COUNT,OBJECT_RESOURCE_COUNT,OBJECT_NODE_COUNT,OBJECT_ORPHAN_NODE_COUNT,RENDER_OBJECTS_IN_FRAME,RENDER_VERTICES_IN_FRAME,RENDER_MATERIAL_CHANGES_IN_FRAME,RENDER_SHADER_CHANGES_IN_FRAME,RENDER_SURFACE_CHANGES_IN_FRAME,RENDER_DRAW_CALLS_IN_FRAME,RENDER_2D_ITEMS_IN_FRAME,RENDER_2D_DRAW_CALLS_IN_FRAME,RENDER_VIDEO_MEM_USED,RENDER_TEXTURE_MEM_USED,RENDER_VERTEX_MEM_USED,RENDER_USAGE_VIDEO_MEM_TOTAL,PHYSICS_2D_ACTIVE_OBJECTS,PHYSICS_2D_COLLISION_PAIRS,PHYSICS_2D_ISLAND_COUNT,PHYSICS_3D_ACTIVE_OBJECTS,PHYSICS_3D_COLLISION_PAIRS,PHYSICS_3D_ISLAND_COUNT,AUDIO_OUTPUT_LATENCY,
1070,60,0,0,52781584,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1071,60,0,0,52772552,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1072,60,0,0,52763320,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1073,60,0,0,52765032,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13327,9,0,0,0,0,
1074,60,0,0,52766040,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13329,9,0,0,0,0,
1075,60,0,0,52765600,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13328,9,0,0,0,0,
1076,60,0,0,52759536,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13327,9,0,0,0,0,
1077,60,0,0,52759696,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13328,9,0,0,0,0,
1078,60,0,0,52747896,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1079,60,0,0,52736376,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1080,60,0,0,52736248,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1081,60,0,0,52735992,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1082,60,0,0,52732184,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1083,60,0,0,52731992,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1084,60,0,0,52731992,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1085,60,0,0,52738544,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1086,60,0,0,52737248,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1087,60,0,0,52737544,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1088,60,0,0,52738552,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1089,60,0,0,52744624,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1090,60,0,0,52751048,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1091,60,0,0,52750352,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1092,60,0,0,52750232,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1093,60,0,0,52744664,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1094,60,0,0,52744224,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1095,60,0,0,52744096,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1096,60,0,0,52743600,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1097,60,0,0,52744160,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1098,60,0,0,52745728,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1099,60,0,0,52745232,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1100,60,0,0,52757472,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1101,60,0,0,52757088,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1102,60,0,0,52757160,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1103,60,0,0,52757160,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1104,60,0,0,52763568,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1105,60,0,0,52762808,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1106,60,0,0,52763064,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1107,60,0,0,52777296,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1108,60,0,0,52776928,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1109,60,0,0,52776048,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1110,60,0,0,52769968,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1111,60,0,0,52769824,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1112,60,0,0,52770080,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1113,60,0,0,52770376,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1114,60,0,0,52749280,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1115,60,0,0,52748528,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1116,60,0,0,52748400,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1117,60,0,0,52749536,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1118,60,0,0,52748656,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1119,60,0,0,52748656,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1120,60,0,0,52748144,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1121,60,0,0,52748528,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1122,60,0,0,52749096,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1123,60,0,0,52759072,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1124,60,0,0,52769944,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1125,60,0,0,52763024,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1126,60,0,0,52763528,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1127,60,0,0,52757896,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1128,60,0,0,52764064,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1129,60,0,0,52764248,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1130,60,0,0,52763992,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1131,60,0,0,52755160,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1132,60,0,0,52756320,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1133,60,0,0,52760296,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1134,60,0,0,52759288,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1135,60,0,0,52759416,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1136,60,0,0,52760424,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,33,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1137,60,0,0,52759984,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,25,35,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1138,60,0,0,52759984,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,25,35,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1139,60,0,0,52759160,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,25,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1140,60,0,0,52759288,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,25,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1141,60,0,0,52759544,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,25,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1142,60,0,0,52766960,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1143,60,0,0,52766896,2753920,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1144,60,0,0,52766216,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1145,60,0,0,52766592,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1146,60,0,0,52773248,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1147,60,0,0,52772120,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1148,60,0,0,52745880,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1149,60,0,0,52745368,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1150,60,0,0,52745880,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1151,60,0,0,52746384,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1152,60,0,0,52746816,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1153,60,0,0,52739752,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1154,60,0,0,52739312,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1155,60,0,0,52740320,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1156,60,0,0,52737064,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1157,60,0,0,52733744,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1158,60,0,0,52733488,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1159,60,0,0,52733488,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1160,60,0,0,52733744,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1161,60,0,0,52733992,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1162,60,0,0,52740288,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1163,60,0,0,52739536,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1164,60,0,0,52739408,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1165,60,0,0,52733504,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1166,60,0,0,52753168,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1167,60,0,0,52759136,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1168,60,0,0,52758624,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1169,60,0,0,52769296,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1170,60,0,0,52763752,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1171,60,0,0,52773728,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1172,60,0,0,52774944,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13328,9,0,0,0,0,
1173,60,0,0,52775112,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13328,9,0,0,0,0,
1174,60,0,0,52775320,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13328,9,0,0,0,0,
1175,60,0,0,52767712,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13329,9,0,0,0,0,
1176,60,0,0,52771424,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1177,60,0,0,52765632,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1178,60,0,0,52765232,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1179,60,0,0,52765744,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1180,60,0,0,52772152,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1181,60,0,0,52772320,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1182,60,0,0,52771312,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1183,60,0,0,52771296,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1184,60,0,0,52781648,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1185,60,0,0,52780920,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1186,60,0,0,52781112,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1187,60,0,0,52774464,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1188,60,0,0,52774592,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1189,60,0,0,52774848,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1190,60,0,0,52775672,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1191,60,0,0,52753464,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1192,60,0,0,52752712,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1193,60,0,0,52753024,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1194,60,0,0,52753720,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1195,60,0,0,52752648,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1196,60,0,0,52752648,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1197,60,0,0,52752184,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1198,60,0,0,52752640,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1199,60,0,0,52753080,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1200,60,0,0,52773488,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1201,60,0,0,52769912,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1202,60,0,0,52769664,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1203,60,0,0,52770672,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1204,60,0,0,52764248,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1205,60,0,0,52774736,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1206,60,0,0,52774288,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1207,60,0,0,52774288,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1208,60,0,0,52765008,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1209,60,0,0,52766928,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1210,60,0,0,52769664,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1211,60,0,0,52768472,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1212,60,0,0,52766616,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1213,60,0,0,52767752,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1214,60,0,0,52766872,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1215,60,0,0,52767168,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1216,60,0,0,52767096,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1217,60,0,0,52767672,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1218,60,0,0,52768240,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1219,60,0,0,52776816,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1220,60,0,0,52776320,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1221,60,0,0,52775880,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1222,60,0,0,52775560,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1223,60,0,0,52782360,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1224,60,0,0,52773864,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1225,60,0,0,52757096,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1226,60,0,0,52757280,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1227,60,0,0,52758232,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1228,60,0,0,52758232,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,35,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1229,60,0,0,52758352,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,35,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1230,60,0,0,52751704,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1231,60,0,0,52751264,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,35,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1232,60,0,0,52760688,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,35,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1233,60,0,0,52760248,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1234,60,0,0,52761568,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,24,35,11253764,11253764,0,0,9,13327,9,0,0,0,0,
